title,authors,year,keywords,document_type,source,source_file,doi,journal,document_type_enhanced,repository
Bringing advanced technology to strategic decision-making: The Decision Intelligence/Data Science (DI/DS) Integration framework,Lorien Pratt and Christophe Bisson and Thierry Warin,2023,"Strategic decision making, Decision intelligence, Corporate foresight, Artificial intelligence, Complexity, Kahneman’s systems thinking",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.futures.2023.103217,Futures,Article,
A study on reflective factors of social media marketing activities and its influence on purchase intention of gen z,Deepika {K S,2025,"Exploratory factor analysis, Multiple linear regression, E- WOM, Interaction, Customisation, Advertisements, Gen Z, Purchase intention",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.actpsy.2025.105459,Acta Psychologica,Article,
Africa’s Digital Health Revolution: The Digital Fit-Viability Model to Move From Innovation to Scaled Implementation,Afra Jiwa and Antony Ngatia and Karim Benali and Niclas Boehmer and Sangu Delle and Patrick Emedom-Nnamdi and Chris Opoku Fofie and Christine M O’Brien and Tobi Olatunji and Kate Obayabgona and Milind Tambe and Richard Ribon Fletcher and Adeline Adwoa Boatin and Bethany Hedt-Gauthier,2026,"digital health, Africa, digital health solutions, digital technologies, health care access, fit/viability model",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.2196/63495,Journal of Medical Internet Research,Article,
An analytical study on integrating Artificial Intelligence and Industry 4.0 technologies for supply chain resilience and sustainability,Dipto Kumar Haldar and Palash Saha and H.M. Belal and Oliver G. Kayas,2026,"Artificial intelligence, Predictive analytics, Industry 4.0 technologies, Supply chain resilience, Sustainable performance, Dynamic capabilities",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.sca.2026.100209,Supply Chain Analytics,Article,
Co-optimizing of grouping and aggregated bidding for multiple wind farms under uncertainties,Yiming Li and Zhenwei Guo and Zhen Wang and Lin Wang and Qinmin Yang and Wenchao Meng,2026,"Electricity market, Uncertainty-driven grouping, Aggregated wind farm bidding, CVaR-based stochastic optimization, Tail-consistent revenue settlement",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.apenergy.2026.127916,Applied Energy,Article,
Leveraging digital twin for COVID-19 risk assessment in IoT-enhanced hospital pharmacies,Divya Saraswathy Jayaprakash and Aryadevi Remanidevi Devidas and Maneesha Vinodini Ramesh,2026,"Public health, Airborne contagious disease, Dynamic risk assessment, Machine learning, Warning dissemination",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.jnlssr.2025.100246,Journal of Safety Science and Resilience,Article,
"One mind, many tongues: A deep dive into language-agnostic knowledge neurons in large language models",Pengfei Cao and Yuheng Chen and Zhuoran Jin and Yubo Chen and Kang Liu and Jun Zhao,2026,"Large language models, Knowledge localization, Language-agnostic knowledge neurons, Knowledge storage mechanisms",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.artint.2026.104490,Artificial Intelligence,Article,
Rapid impurity analysis model for refractive index gas thermometry,Guoxin Li and Haiyang Zhang and Yaonan Song and Siqi Liu and Wenxiang Guo and Xiangjie Kong and Liwen Zhang and Pin Lv and Bo Gao,2026,"Gas impurity, Rapid calculation, Refractive index gas thermometry, Thermodynamic temperature, Uncertainty contribution",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.cryogenics.2026.104373,Cryogenics,Article,
Critical-state-accelerated RNN-based reinforcement learning,Wangzi Yao and Yue Sun and Bo Xu and Tielin Zhang,2026,"Critical state, Dynamics, Motif, Reinforcement learning",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.neucom.2026.133153,Neurocomputing,Article,
Offline multi-agent reinforcement learning for evaluating and optimizing football attacking strategies against low-block defences,Yi Pan and Zhiqiang Pu and Min Chen and Weiming Ren and Yefeng Li and Zhi Ming,2026,"Decision-making, Offline multi-agent reinforcement learning, Temporal graph attention network, Football, Low-block scenarios, Coordinated strategies",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.ish.2026.03.003,Intelligent Sports and Health,Article,
Exploring the added value of portable devices such as near infrared spectrometer in the field of illicit drugs analyses,Marc Wermelinger and Florentin Coppey and Laëtitia Gasté and Pierre Esseiva,2023,"Intelligence-led sampling, Decision making, Conclusions strengthening, Rapid analyses, Near infrared, Cocaine, Heroin, Prioritisation",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.forsciint.2023.111605,Forensic Science International,Article,
"What organizational conditions, in combination, drive technology enactment in government-led smart city projects?",Rui Mu and Maidina Haershan and Peiyi Wu,2022,"Smart cities, Smartness, Organizational conditions, Technology enactment, Government-led projects, fsQCA",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.techfore.2021.121220,Technological Forecasting and Social Change,Article,
"Digital twin-based designing of the configuration, motion, control, and optimization model of a flow-type smart manufacturing system",Qiang Liu and Jiewu Leng and Douxi Yan and Ding Zhang and Lijun Wei and Ailin Yu and Rongli Zhao and Hao Zhang and Xin Chen,2021,"Smart manufacturing, Digital twin, Manufacturing system design, Industry 4.0, Cyber-physical systems",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.jmsy.2020.04.012,Journal of Manufacturing Systems,Article,
Crowd evacuation with human-level intelligence via neuro-symbolic approach,Alala Bahamid and Azhar {Mohd Ibrahim,2024,"Crowd evacuation, Neuro-symbolic approach, Decision intelligence, Deep reinforcement learning, Fuzzy logic",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.aei.2024.102356,Advanced Engineering Informatics,Article,
Semantic-based conditional generative adversarial hashing with pairwise labels,Qi Li and Weining Wang and Yuanyan Tang and Chengzhong Xu and Zhenan Sun,2023,"Generative adversarial networks, Semantic-based conditional information, Hashing with pairwise labels",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.patcog.2023.109452,Pattern Recognition,Article,
A variable stiffness fishlike propeller with compressible flexible bionic spine,Chunhui Zhu and Chao Zhou and Qianqian Zou and Xiaofei Wang and Liangwei Deng and Jian Wang and Junfeng Fan,2025,"Robotic fish, Variable stiffness, Flexible joint, Flexible cantilever beam",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.oceaneng.2024.119780,Ocean Engineering,Article,
Automated borehole layout adjustment method in drill-and-blast tunneling: A hierarchical constraint propagation framework,Zinan Wang and Xiaomeng Shi and Zhaofei Chu and Lang Shi,2026,"Drill-and-blast tunneling, Automated borehole layout, Hierarchical decision making, Intelligent construction",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.tust.2026.107478,Tunnelling and Underground Space Technology,Article,
A data-driven approach to anomaly prediction in automotive display manufacturing,Hugo Rocha and Marta Moreno and Luís Miguel Matos and Guilherme Moreira and André Pilastri and Paulo Cortez,2025,"Predictive modeling, Decision intelligence, Industrial analytics, Process optimization, Defect detection, Manufacturing quality",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.dajour.2025.100637,Decision Analytics Journal,Article,
Risk perception and intelligent decision in complex social information network,Desheng Wu and Jingxiu Song and Yuan Bian and Xiaolong Zheng and Zhu Zhang,2020,"Complex information network, Risk perception, Intelligent decision making, Integrated platform",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1108/IMDS-10-2020-0566,Industrial Management & Data Systems,Article,
Strategic bidding of gas-fired units with tanks in coupled electricity and natural gas markets,Chenyu Wu and Zhi Wu and Zhongkai Yi and Lun Yang,2023,"Electricity market, Mathematical problem with equilibrium constraints, Natural gas market, Offering strategies",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.segan.2023.101021,"Sustainable Energy, Grids and Networks",Article,
Leveraging generative AI and circular innovation for equitable and resilient supply chains: The mediating role of transparency and sustainability-oriented decision empowerment,Yanfang Xia and Yong Qiu and Zhuoyu Gu and Liang Zhang and Jiayu Yang,2026,"Generative artificial intelligence, Supply chain transparency, Sustainability-oriented decision-making, Socio-technical systems, Circular innovation, Responsible AI governance",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.techfore.2026.124556,Technological Forecasting and Social Change,Article,
The impact of banking fintech on the efficiency of green investment in real economy enterprises,Shengfeng Xie and Wei Li and Liangzi Zhang,2026,"Banking fintech, The efficiency of green investment, Financing constraints, Agency issues",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.iref.2026.105101,International Review of Economics & Finance,Article,
A spatialised information system to support decisions regarding grazing management in mountainous and Mediterranean rangelands,Urcel {Kalenga Tshingomba,2022,"Agro-sylvo-pastoral system, Heterogeneous data, Spatial data lake, Decision-making",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.compag.2022.107100,Computers and Electronics in Agriculture,Article,
Interpreting multi-agent reinforcement learning decisions via key feature activation,Peizhang Li and Qing Fei and Zhen Chen and Zhongqi Sun and Bo Wang,2026,"Explainable reinforcement learning, Multi-agent systems, Key feature activation, Deterministic policy",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.neucom.2026.133080,Neurocomputing,Article,
Hybrid AI framework for smart grid energy management using large language models and deep learning techniques,Mounish Senisetty and Muni Dhanush B and Kiran P,2026,"Smart grids, Large language models, Machine learning, Interoperability, Cybersecurity, Renewable energy integration",Article,ScienceDirect,lexical-DI-article-1-ScienceDirect_citations_1778991224191.bib,https://doi.org/10.1016/j.cam.2026.117395,Journal of Computational and Applied Mathematics,Article,
COMPASS: A Unified Decision-Intelligence System for Navigating Performance Trade-off in HPC,"Lahiry A., Banday B., Bhattarai Y., Zoeed M., Islam T.Z.",2026,,Preprint,Preprint,preprints.csv,,,Preprint,Arxiv
From Business Events to Auditable Decisions: Ontology-Governed Graph Simulation for Enterprise Al,"Zhu H., Liang J., Hou M., Mao Y., Wu F.",2026,,Preprint,Preprint,preprints.csv,,,Preprint,Arxiv
Execution-Verified Reinforcement Learning for Optimization Modeling,"Guan R., Shen X., Zhang L., Chen J., Xiao R.",2026,,Preprint,Preprint,preprints.csv,,,Preprint,Arxiv
A Causal GenAl Framework for Capturing the Unearned Increment to Self-Finance Public Infrastructure,"Yilmaz I., Alkan M., Teke A.",2026,,Preprint,Preprint,preprints.csv,,,Preprint,SSRN
CogSearch: A Cognitive Aligned Multi-Agent Framework for Proactive Decision Support in E-Commerce Search,"Zhai Z., Chen J., Xia H., Zhou R., Yang M.",2026,,Preprint,Preprint,preprints.csv,,,Preprint,Arxiv
"Forecast-First, Cluster-Second and Route-Third (FCR): A Planning Methodology for Last Mile Delivery under Intermittent Demand","Prithvirajan D., Mathirajan M.",2026,,Preprint,Preprint,preprints.csv,,,Preprint,Arxiv
Threshold-Free Frequency-Utility Skyline Sequential Pattern Mining with Non-Overlapping Occurrence Semantics,"Zhang W., Tang S., Shen Y., Geng Y., Wang X.",2026,,Preprint,Preprint,preprints.csv,,,Preprint,SSRN
Hazard-Responsive Digital Twin for Weather-Driven Urban Resilience and Affordability,"Shen Z., Zhou H.",2026,,Preprint,Preprint,preprints.csv,,,Preprint,SSRN
Beyond Static Enforcement: Why Policy-as-Code Needs to Get Smarter About Context,Potium M.,2026,,Preprint,Preprint,preprints.csv,,,Preprint,TechRxiv
Large Language Models for Interpreting the Earth: A New Paradigm from Perception to Decision Intelligence,"Fang K., Feng H., Cai L., Dev K., Godekollu T.R.",2026,,Preprint,Preprint,preprints.csv,,,Preprint,TechRxiv
